0.00927734	0.000976562	1.00146	0	0	0	0.0439453	-0.549316	-115.312	0	80
0.00878906	0.00146484	1.00146	0	0	0	0.0439453	-0.543823	-115.312	0	80
-0.00390625	-0.0244141	1.03174	0.793457	-0.488281	0.183105	0.0494385	-0.549316	-115.307	0	80
0.0302734	0.0078125	1.0293	0.732422	-0.12207	-97.229	0.148315	0.065918	-146.299	0	80
-0.311523	0.246094	0.865723	39.917	-61.7676	55.4199	14.7491	19.325	-159.714	0	80
0.0493164	0.186035	0.961914	-23.1323	-40.2222	8.36182	9.99756	-3.7738	-157.626	0	80
0.310059	0.0297852	0.975098	-0.854492	-5.98145	3.23486	2.7356	-15.5072	-154.72	0	80
0.214355	-0.0219727	0.94873	-16.3574	116.15	0.549316	0.900879	-8.82751	-153.177	0	80
-0.286621	0.151367	0.912109	40.1001	44.4336	1.2207	10.3217	17.5012	-153.457	0	80
-0.665039	0.275879	0.541504	82.1533	123.657	-36.6821	29.4928	38.996	-146.321	0	80
-0.773438	0.484375	0.24707	-38.5742	105.164	0	55.025	54.9701	-126.326	0	80
-0.571289	0.370605	0.744629	-42.1143	-132.935	5.5542	24.2523	36.6394	-143.882	0	80
-0.0375977	0.146973	0.993652	-65.8569	-152.222	13.1836	11.272	-0.368042	-156.962	0	80
0.458984	0.0620117	0.96582	52.8564	163.33	26.1841	5.84473	-27.3175	-154.122	0	80
0.00732422	-0.00341797	1.01855	-0.183105	-3.54004	1.0376	0.686646	-0.703125	-153.704	0	80
-0.00732422	-0.00292969	1.00098	0.183105	-0.0610352	0.12207	0.593262	-0.714111	-152.952	0	80
-0.00537109	0	1.00293	0	-0.12207	0.0610352	0.477905	-0.532837	-153.078	0	80
-0.00244141	-0.000976562	1.00098	0	0	0	0.368042	-0.379028	-153.182	0	80
-0.00537109	0	1.00195	-0.183105	0	0	0.285645	-0.269165	-153.248	0	80
-0.00439453	-0.000976562	1.00098	0	0.0610352	0	0.214233	-0.170288	-153.303	0	80
-0.00341797	-0.000488281	0.997559	-0.12207	-0.0610352	0	0.10437	-0.0274658	-153.391	0	80
-0.00585938	-0.0795898	0.977539	-54.6875	-39.856	4.69971	-0.950317	7.09167	-159.791	0	80
-0.00634766	0.000488281	0.995605	0	-0.0610352	0	0.0219727	0.384521	-160.093	0	80
-0.00390625	-0.000976562	1.00244	-0.0610352	-0.183105	0	0	0.340576	-160.148	0	80
-0.00439453	-0.000976562	1.00098	0.0610352	0	0	0	0.324097	-160.17	0	80
-0.00390625	0	1.00146	0	0	0	-0.0164795	0.296631	-160.197	0	80
-0.00585938	0.000488281	1.00293	0	0	0	-0.0164795	0.285645	-160.214	0	80
-0.00585938	0	1.00098	0	-0.12207	0	-0.0219727	0.274658	-160.225	0	80
-0.00488281	-0.000488281	1	0	0	0	-0.0274658	0.258179	-160.236	0	80
-0.00683594	0.000976562	1.00146	0	0	0	-0.0274658	0.258179	-160.247	0	80
-0.00341797	0	1.00293	0	0	0	-0.0274658	0.258179	-160.258	0	80
-0.00292969	-0.000976562	1.00293	0	0	0	-0.032959	0.258179	-160.263	0	80
-0.00585938	0.000488281	1.00098	0	0	0	-0.0384521	0.258179	-160.269	0	80
-0.00585938	-0.00146484	1.00098	0	-0.0610352	-0.12207	-0.0274658	0.236206	-160.269	0	80
-0.00488281	-0.00195312	1.00146	0	0	0	-0.0439453	0.241699	-160.23	0	80
-0.00488281	-0.00244141	1.00244	0	0	0	-0.0384521	0.241699	-160.225	0	80
-0.00390625	0.000488281	1.00244	0	0	0	-0.0384521	0.247192	-160.219	0	80
-0.00439453	-0.00244141	0.999512	0	0	0	-0.0384521	0.247192	-160.219	0	80
-0.00439453	0	1.00244	0	0	0	-0.0384521	0.247192	-160.214	0	80
-0.0102539	0.00146484	1.00684	0.183105	-0.427246	0	-0.0384521	0.252686	-160.208	0	80
